"","palabra","sentimiento","lexicon","valor"
"3244","deplorablemente","Negativo","nrc",NA
"3245","deplorablemente","Tristeza","nrc",NA
"3246","deplorar","Rechazo","nrc",NA
"3247","deplorar","Enojo","nrc",NA
"3248","deplorar","Negativo","nrc",NA
"3249","deplorar","Tristeza","nrc",NA
"3250","deportación","Enojo","nrc",NA
"3251","deportación","Miedo","nrc",NA
"3252","deportación","Negativo","nrc",NA
"3253","deportación","Tristeza","nrc",NA
"3254","deportar","Miedo","nrc",NA
"3255","deportar","Negativo","nrc",NA
"3256","deportar","Tristeza","nrc",NA
"3257","depositario","Confianza","nrc",NA
"3258","depravación","Rechazo","nrc",NA
"3259","depravación","Enojo","nrc",NA
"3260","depravación","Negativo","nrc",NA
"3261","depravado","Rechazo","nrc",NA
"3262","depravado","Enojo","nrc",NA
"3263","depravado","Miedo","nrc",NA
"3264","depravado","Negativo","nrc",NA
"3265","depravado","Anticipación","nrc",NA
"3266","depravado","Tristeza","nrc",NA
"3267","depreciación","Miedo","nrc",NA
"3268","depreciación","Negativo","nrc",NA
"3269","depreciado","Rechazo","nrc",NA
"3270","depreciado","Enojo","nrc",NA
"3271","depreciado","Miedo","nrc",NA
"3272","depreciado","Negativo","nrc",NA
"3273","depreciado","Tristeza","nrc",NA
"3274","depreciar","Rechazo","nrc",NA
"3275","depreciar","Enojo","nrc",NA
"3276","depreciar","Negativo","nrc",NA
"3277","depredador","Negativo","nrc",NA
"3278","depresión","Negativo","nrc",NA
"3279","depresión","Tristeza","nrc",NA
"3280","depresivo","Negativo","nrc",NA
"3281","depresivo","Tristeza","nrc",NA
"3282","deprimente","Rechazo","nrc",NA
"3283","deprimente","Negativo","nrc",NA
"3284","deprimente","Tristeza","nrc",NA
"3285","deprimido","Enojo","nrc",NA
"3286","deprimido","Miedo","nrc",NA
"3287","deprimido","Negativo","nrc",NA
"3288","deprimido","Tristeza","nrc",NA
"3289","deprimir","Miedo","nrc",NA
"3290","deprimir","Negativo","nrc",NA
"3291","deprimir","Tristeza","nrc",NA
"3292","deriva","Miedo","nrc",NA
"3293","deriva","Negativo","nrc",NA
"3294","deriva","Anticipación","nrc",NA
"3295","deriva","Tristeza","nrc",NA
"3296","dermatólogo","Confianza","nrc",NA
"3297","derogación","Rechazo","nrc",NA
"3298","derogación","Enojo","nrc",NA
"3299","derogación","Miedo","nrc",NA
"3300","derogación","Negativo","nrc",NA
"3301","derogación","Tristeza","nrc",NA
"3302","derribar","Asombro","nrc",NA
"3303","derrocamiento","Miedo","nrc",NA
"3304","derrocamiento","Negativo","nrc",NA
"3305","derrocamiento","Anticipación","nrc",NA
"3306","derrota","Negativo","nrc",NA
"3307","derrotado","Negativo","nrc",NA
"3308","derrotado","Tristeza","nrc",NA
"3309","desacreditar","Enojo","nrc",NA
"3310","desacreditar","Negativo","nrc",NA
"3311","desactivar","Negativo","nrc",NA
"3312","desacuerdo","Enojo","nrc",NA
"3313","desacuerdo","Negativo","nrc",NA
"3314","desacuerdo","Tristeza","nrc",NA
"3315","desafecto","Negativo","nrc",NA
"3316","desafiante","Enojo","nrc",NA
"3317","desafiante","Negativo","nrc",NA
"3318","desafiar","Asombro","nrc",NA
"3319","desafiar","Enojo","nrc",NA
"3320","desafiar","Miedo","nrc",NA
"3321","desafiar","Negativo","nrc",NA
"3322","desafiar","Tristeza","nrc",NA
"3323","desafío","Rechazo","nrc",NA
"3324","desafío","Enojo","nrc",NA
"3325","desafío","Miedo","nrc",NA
"3326","desafío","Negativo","nrc",NA
"3327","desafortunado","Rechazo","nrc",NA
"3328","desafortunado","Enojo","nrc",NA
"3329","desafortunado","Miedo","nrc",NA
"3330","desafortunado","Negativo","nrc",NA
"3331","desafortunado","Tristeza","nrc",NA
"3332","desagradable","Rechazo","nrc",NA
"3333","desagradable","Negativo","nrc",NA
"3334","desagradable","Tristeza","nrc",NA
"3335","desagradecido","Rechazo","nrc",NA
"3336","desagradecido","Enojo","nrc",NA
"3337","desagradecido","Negativo","nrc",NA
"3338","desagrado","Rechazo","nrc",NA
"3339","desagrado","Negativo","nrc",NA
"3340","desahuciar","Negativo","nrc",NA
"3341","desahuciar","Tristeza","nrc",NA
"3342","desahucio","Rechazo","nrc",NA
"3343","desahucio","Enojo","nrc",NA
"3344","desahucio","Miedo","nrc",NA
"3345","desahucio","Negativo","nrc",NA
"3346","desahucio","Tristeza","nrc",NA
"3347","desajuste","Negativo","nrc",NA
"3348","desalentar","Miedo","nrc",NA
"3349","desalentar","Negativo","nrc",NA
"3350","desalentar","Tristeza","nrc",NA
"3351","desaliento","Negativo","nrc",NA
"3352","desalojo","Rechazo","nrc",NA
"3353","desalojo","Enojo","nrc",NA
"3354","desalojo","Miedo","nrc",NA
"3355","desalojo","Negativo","nrc",NA
"3356","desalojo","Tristeza","nrc",NA
"3357","desamparado","Negativo","nrc",NA
"3358","desamparado","Tristeza","nrc",NA
"3359","desaparecer","Asombro","nrc",NA
"3360","desaparecer","Miedo","nrc",NA
"3361","desaparecido","Asombro","nrc",NA
"3362","desaparecido","Miedo","nrc",NA
"3363","desaparecido","Negativo","nrc",NA
"3364","desaparecido","Tristeza","nrc",NA
"3365","desapasionado","Negativo","nrc",NA
"3366","desapasionado","Tristeza","nrc",NA
"3367","desapego","Negativo","nrc",NA
"3368","desaprensivo","Negativo","nrc",NA
"3369","desaprobación","Rechazo","nrc",NA
"3370","desaprobación","Enojo","nrc",NA
"3371","desaprobación","Negativo","nrc",NA
"3372","desaprobación","Tristeza","nrc",NA
"3373","desaprobado","Enojo","nrc",NA
"3374","desaprobado","Negativo","nrc",NA
"3375","desaprobado","Tristeza","nrc",NA
"3376","desaprobar","Rechazo","nrc",NA
"3377","desaprobar","Enojo","nrc",NA
"3378","desaprobar","Miedo","nrc",NA
"3379","desaprobar","Negativo","nrc",NA
"3380","desaprobar","Tristeza","nrc",NA
"3381","desaprovechado","Rechazo","nrc",NA
"3382","desaprovechado","Enojo","nrc",NA
"3383","desaprovechado","Negativo","nrc",NA
"3384","desarrollar","Positivo","nrc",NA
"3385","desarrollar","Anticipación","nrc",NA
"3386","desastre","Asombro","nrc",NA
"3387","desastre","Rechazo","nrc",NA
"3388","desastre","Enojo","nrc",NA
"3389","desastre","Miedo","nrc",NA
"3390","desastre","Negativo","nrc",NA
"3391","desastre","Tristeza","nrc",NA
"3392","desastroso","Enojo","nrc",NA
"3393","desastroso","Miedo","nrc",NA
"3394","desastroso","Negativo","nrc",NA
"3395","desastroso","Tristeza","nrc",NA
"3396","desatar","Alegría","nrc",NA
"3397","desatar","Negativo","nrc",NA
"3398","desatar","Positivo","nrc",NA
"3399","desatendido","Rechazo","nrc",NA
"3400","desatendido","Negativo","nrc",NA
"3401","desayuno","Positivo","nrc",NA
"3402","desbancar","Tristeza","nrc",NA
"3403","desbordamiento","Negativo","nrc",NA
"3404","descalificación","Negativo","nrc",NA
"3405","descalificado","Rechazo","nrc",NA
"3406","descalificado","Enojo","nrc",NA
"3407","descalificado","Negativo","nrc",NA
"3408","descalificado","Tristeza","nrc",NA
"3409","descalificar","Negativo","nrc",NA
"3410","descalificar","Tristeza","nrc",NA
"3411","descanso","Alegría","nrc",NA
"3412","descanso","Confianza","nrc",NA
"3413","descanso","Positivo","nrc",NA
"3414","descapotable","Alegría","nrc",NA
"3415","descapotable","Confianza","nrc",NA
"3416","descapotable","Positivo","nrc",NA
"3417","descarado","Rechazo","nrc",NA
"3418","descarado","Enojo","nrc",NA
"3419","descarado","Negativo","nrc",NA
"3420","descarga","Negativo","nrc",NA
"3421","descartes","Negativo","nrc",NA
"3422","descenso","Miedo","nrc",NA
"3423","descenso","Negativo","nrc",NA
"3424","descenso","Tristeza","nrc",NA
"3425","descolorado","Rechazo","nrc",NA
"3426","descolorado","Negativo","nrc",NA
"3427","descolorado","Tristeza","nrc",NA
"3428","descoloramiento","Rechazo","nrc",NA
"3429","descoloramiento","Negativo","nrc",NA
"3430","descolorarse","Negativo","nrc",NA
"3431","descomponer","Rechazo","nrc",NA
"3432","descomposición","Rechazo","nrc",NA
"3433","descomposición","Miedo","nrc",NA
"3434","descomposición","Negativo","nrc",NA
"3435","descomposición","Tristeza","nrc",NA
"3436","descompuesto","Tristeza","nrc",NA
"3437","descomunal","Miedo","nrc",NA
"3438","desconcertado","Asombro","nrc",NA
"3439","desconcertado","Miedo","nrc",NA
"3440","desconcertado","Negativo","nrc",NA
"3441","desconcierto","Asombro","nrc",NA
"3442","desconcierto","Miedo","nrc",NA
"3443","desconectado","Negativo","nrc",NA
"3444","desconectado","Tristeza","nrc",NA
"3445","desconectar","Negativo","nrc",NA
"3446","desconectar","Tristeza","nrc",NA
"3447","desconexión","Negativo","nrc",NA
"3448","desconfianza","Rechazo","nrc",NA
"3449","desconfianza","Enojo","nrc",NA
"3450","desconfianza","Miedo","nrc",NA
"3451","desconfianza","Negativo","nrc",NA
"3452","desconocido","Miedo","nrc",NA
"3453","desconocido","Negativo","nrc",NA
"3454","desconocido","Anticipación","nrc",NA
"3455","desconsiderado","Rechazo","nrc",NA
"3456","desconsiderado","Enojo","nrc",NA
"3457","desconsiderado","Negativo","nrc",NA
"3458","desconsiderado","Tristeza","nrc",NA
"3459","desconsolado","Negativo","nrc",NA
"3460","desconsolado","Tristeza","nrc",NA
"3461","descontento","Rechazo","nrc",NA
"3462","descontento","Enojo","nrc",NA
"3463","descontento","Miedo","nrc",NA
"3464","descontento","Negativo","nrc",NA
"3465","descontento","Tristeza","nrc",NA
"3466","descorazonado","Negativo","nrc",NA
"3467","descorazonado","Tristeza","nrc",NA
"3468","descorazonador","Negativo","nrc",NA
"3469","descorazonador","Tristeza","nrc",NA
"3470","descortés","Rechazo","nrc",NA
"3471","descortés","Negativo","nrc",NA
"3472","descreer","Negativo","nrc",NA
"3473","descriptivo","Positivo","nrc",NA
"3474","descubrimiento","Positivo","nrc",NA
"3475","descubrir","Asombro","nrc",NA
"3476","descuento","Positivo","nrc",NA
"3477","descuidado","Rechazo","nrc",NA
"3478","descuidado","Enojo","nrc",NA
"3479","descuidado","Negativo","nrc",NA
"3480","descuidado","Tristeza","nrc",NA
"3481","descuido","Rechazo","nrc",NA
"3482","descuido","Enojo","nrc",NA
"3483","descuido","Negativo","nrc",NA
"3484","desdén","Rechazo","nrc",NA
"3485","desdén","Enojo","nrc",NA
"3486","desdén","Negativo","nrc",NA
"3487","desdeñoso","Enojo","nrc",NA
"3488","desdeñoso","Negativo","nrc",NA
"3489","deseable","Positivo","nrc",NA
"3490","deseante","Positivo","nrc",NA
"3491","desecho","Negativo","nrc",NA
"3492","desempleados","Miedo","nrc",NA
"3493","desempleados","Negativo","nrc",NA
"3494","desempleados","Tristeza","nrc",NA
"3495","desenfrenado","Asombro","nrc",NA
"3496","desenfrenado","Enojo","nrc",NA
"3497","desenfrenado","Miedo","nrc",NA
"3498","desenfrenado","Negativo","nrc",NA
"3499","desenfrenado","Positivo","nrc",NA
"3500","desenfrenado","Anticipación","nrc",NA
"3501","desenredar","Positivo","nrc",NA
"3502","desenredar","Anticipación","nrc",NA
"3503","deseoso","Alegría","nrc",NA
"3504","deseoso","Confianza","nrc",NA
"3505","deseoso","Positivo","nrc",NA
"3506","deseoso","Anticipación","nrc",NA
"3507","deserción","Miedo","nrc",NA
"3508","deserción","Negativo","nrc",NA
"3509","deservicio","Rechazo","nrc",NA
"3510","deservicio","Enojo","nrc",NA
"3511","deservicio","Negativo","nrc",NA
"3512","deservicio","Tristeza","nrc",NA
"3513","desesperación","Rechazo","nrc",NA
"3514","desesperación","Enojo","nrc",NA
"3515","desesperación","Miedo","nrc",NA
"3516","desesperación","Negativo","nrc",NA
"3517","desesperación","Tristeza","nrc",NA
"3518","desesperado","Miedo","nrc",NA
"3519","desesperado","Negativo","nrc",NA
"3520","desesperado","Tristeza","nrc",NA
"3521","desfallecer","Miedo","nrc",NA
"3522","desfallecer","Negativo","nrc",NA
"3523","desfavorable","Rechazo","nrc",NA
"3524","desfavorable","Negativo","nrc",NA
"3525","desfavorable","Tristeza","nrc",NA
"3526","desfigurado","Rechazo","nrc",NA
"3527","desfigurado","Enojo","nrc",NA
"3528","desfigurado","Miedo","nrc",NA
"3529","desfigurado","Negativo","nrc",NA
"3530","desfigurado","Tristeza","nrc",NA
"3531","desfigurar","Negativo","nrc",NA
"3532","desfile","Alegría","nrc",NA
"3533","desfile","Asombro","nrc",NA
"3534","desfile","Miedo","nrc",NA
"3535","desfile","Negativo","nrc",NA
"3536","desfile","Positivo","nrc",NA
"3537","desfile","Anticipación","nrc",NA
"3538","desgarrado","Negativo","nrc",NA
"3539","desgarrar","Negativo","nrc",NA
"3540","desgaste","Confianza","nrc",NA
"3541","desgaste","Negativo","nrc",NA
"3542","desgraciado","Rechazo","nrc",NA
"3543","desgraciado","Enojo","nrc",NA
"3544","desgraciado","Negativo","nrc",NA
"3545","desgraciado","Tristeza","nrc",NA
"3546","deshacer","Negativo","nrc",NA
"3547","deshonestidad","Rechazo","nrc",NA
"3548","deshonestidad","Negativo","nrc",NA
"3549","deshonesto","Rechazo","nrc",NA
"3550","deshonesto","Enojo","nrc",NA
"3551","deshonesto","Negativo","nrc",NA
"3552","deshonesto","Tristeza","nrc",NA
"3553","deshonor","Rechazo","nrc",NA
"3554","deshonor","Enojo","nrc",NA
"3555","deshonor","Miedo","nrc",NA
"3556","deshonor","Negativo","nrc",NA
"3557","deshonor","Tristeza","nrc",NA
"3558","deshonrado","Rechazo","nrc",NA
"3559","deshonrado","Enojo","nrc",NA
"3560","deshonrado","Negativo","nrc",NA
"3561","deshonrado","Tristeza","nrc",NA
"3562","deshonroso","Rechazo","nrc",NA
"3563","deshonroso","Enojo","nrc",NA
"3564","deshonroso","Miedo","nrc",NA
"3565","deshonroso","Negativo","nrc",NA
"3566","desierto","Rechazo","nrc",NA
"3567","desierto","Enojo","nrc",NA
"3568","desierto","Miedo","nrc",NA
"3569","desierto","Negativo","nrc",NA
"3570","desierto","Anticipación","nrc",NA
"3571","desierto","Tristeza","nrc",NA
"3572","designación","Confianza","nrc",NA
"3573","desigual","Rechazo","nrc",NA
"3574","desigual","Enojo","nrc",NA
"3575","desigual","Miedo","nrc",NA
"3576","desigual","Negativo","nrc",NA
"3577","desigual","Tristeza","nrc",NA
"3578","desigualdad","Enojo","nrc",NA
"3579","desigualdad","Miedo","nrc",NA
"3580","desigualdad","Negativo","nrc",NA
"3581","desigualdad","Tristeza","nrc",NA
"3582","desilusión","Rechazo","nrc",NA
"3583","desilusión","Enojo","nrc",NA
"3584","desilusión","Negativo","nrc",NA
"3585","desilusión","Tristeza","nrc",NA
"3586","desinfección","Positivo","nrc",NA
"3587","desinflar","Enojo","nrc",NA
"3588","desinflar","Negativo","nrc",NA
"3589","desinflar","Tristeza","nrc",NA
"3590","desinformación","Enojo","nrc",NA
"3591","desinformación","Miedo","nrc",NA
"3592","desinformación","Negativo","nrc",NA
"3593","desintegración","Negativo","nrc",NA
"3594","desintegrarse","Rechazo","nrc",NA
"3595","desintegrarse","Miedo","nrc",NA
"3596","desintegrarse","Negativo","nrc",NA
"3597","desinteresado","Negativo","nrc",NA
"3598","desinteresado","Tristeza","nrc",NA
"3599","desistir","Rechazo","nrc",NA
"3600","desistir","Enojo","nrc",NA
"3601","desistir","Negativo","nrc",NA
"3602","desleal","Negativo","nrc",NA
"3603","desleal","Tristeza","nrc",NA
"3604","deslizamiento","Alegría","nrc",NA
"3605","deslizamiento","Positivo","nrc",NA
"3606","deslizamiento","Anticipación","nrc",NA
"3607","deslucido","Negativo","nrc",NA
"3608","deslumbramiento","Enojo","nrc",NA
"3609","deslumbramiento","Miedo","nrc",NA
"3610","deslumbramiento","Negativo","nrc",NA
"3611","desmañado","Negativo","nrc",NA
"3612","desmayo","Asombro","nrc",NA
"3613","desmayo","Miedo","nrc",NA
"3614","desmayo","Negativo","nrc",NA
"3615","desmayo","Tristeza","nrc",NA
"3616","desmembramiento","Rechazo","nrc",NA
"3617","desmembramiento","Miedo","nrc",NA
"3618","desmembramiento","Negativo","nrc",NA
"3619","desmembramiento","Tristeza","nrc",NA
"3620","desmoralizado","Miedo","nrc",NA
"3621","desmoralizado","Negativo","nrc",NA
"3622","desmoralizado","Tristeza","nrc",NA
"3623","desmoronamiento","Negativo","nrc",NA
"3624","desmoronamiento","Tristeza","nrc",NA
"3625","desobedecer","Rechazo","nrc",NA
"3626","desobedecer","Enojo","nrc",NA
"3627","desobedecer","Negativo","nrc",NA
"3628","desobediencia","Rechazo","nrc",NA
"3629","desobediencia","Enojo","nrc",NA
"3630","desobediencia","Negativo","nrc",NA
"3631","desobediente","Enojo","nrc",NA
"3632","desobediente","Negativo","nrc",NA
"3633","desorden","Enojo","nrc",NA
"3634","desorden","Miedo","nrc",NA
"3635","desorden","Negativo","nrc",NA
"3636","desordenado","Rechazo","nrc",NA
"3637","desordenado","Negativo","nrc",NA
"3638","desorganización","Asombro","nrc",NA
"3639","desorganización","Enojo","nrc",NA
"3640","desorganización","Miedo","nrc",NA
"3641","desorganización","Negativo","nrc",NA
"3642","desorganizado","Negativo","nrc",NA
"3643","despecho","Enojo","nrc",NA
"3644","despecho","Negativo","nrc",NA
"3645","despectivo","Rechazo","nrc",NA
"3646","despectivo","Enojo","nrc",NA
"3647","despectivo","Miedo","nrc",NA
"3648","despectivo","Negativo","nrc",NA
"3649","despectivo","Tristeza","nrc",NA
"3650","despedida","Tristeza","nrc",NA
"3651","despeje","Confianza","nrc",NA
"3652","despeje","Positivo","nrc",NA
"3653","despertar","Positivo","nrc",NA
"3654","despertar","Anticipación","nrc",NA
"3655","despiadado","Rechazo","nrc",NA
"3656","despiadado","Enojo","nrc",NA
"3657","despiadado","Miedo","nrc",NA
"3658","despiadado","Negativo","nrc",NA
"3659","despido","Asombro","nrc",NA
"3660","despido","Rechazo","nrc",NA
"3661","despido","Enojo","nrc",NA
"3662","despido","Miedo","nrc",NA
"3663","despido","Negativo","nrc",NA
"3664","despido","Tristeza","nrc",NA
"3665","desplazado","Enojo","nrc",NA
"3666","desplazado","Miedo","nrc",NA
"3667","desplazado","Tristeza","nrc",NA
"3668","desplazar","Negativo","nrc",NA
"3669","desplegar","Positivo","nrc",NA
"3670","desplegar","Anticipación","nrc",NA
"3671","despojado","Rechazo","nrc",NA
"3672","despojado","Enojo","nrc",NA
"3673","despojado","Miedo","nrc",NA
"3674","despojado","Negativo","nrc",NA
"3675","despojado","Anticipación","nrc",NA
"3676","despojado","Tristeza","nrc",NA
"3677","despojo","Negativo","nrc",NA
"3678","desposada","Alegría","nrc",NA
"3679","desposada","Confianza","nrc",NA
"3680","desposada","Positivo","nrc",NA
"3681","desposada","Anticipación","nrc",NA
"3682","desposeídos","Enojo","nrc",NA
"3683","desposeídos","Miedo","nrc",NA
"3684","desposeídos","Negativo","nrc",NA
"3685","desposeídos","Tristeza","nrc",NA
"3686","despótico","Enojo","nrc",NA
"3687","despótico","Miedo","nrc",NA
"3688","despótico","Negativo","nrc",NA
"3689","despotismo","Rechazo","nrc",NA
"3690","despotismo","Enojo","nrc",NA
"3691","despotismo","Miedo","nrc",NA
"3692","despotismo","Negativo","nrc",NA
"3693","despotismo","Tristeza","nrc",NA
"3694","despotricar","Negativo","nrc",NA
"3695","despreciable","Rechazo","nrc",NA
"3696","despreciable","Enojo","nrc",NA
"3697","despreciable","Negativo","nrc",NA
"3698","despreciar","Rechazo","nrc",NA
"3699","despreciar","Enojo","nrc",NA
"3700","despreciar","Negativo","nrc",NA
"3701","desprecio","Rechazo","nrc",NA
"3702","desprecio","Enojo","nrc",NA
"3703","desprecio","Miedo","nrc",NA
"3704","desprecio","Negativo","nrc",NA
"3705","desprevenida","Asombro","nrc",NA
"3706","desprevenido","Negativo","nrc",NA
"3707","desprotegido","Negativo","nrc",NA
"3708","desterrar","Rechazo","nrc",NA
"3709","desterrar","Enojo","nrc",NA
"3710","desterrar","Miedo","nrc",NA
"3711","desterrar","Negativo","nrc",NA
"3712","desterrar","Tristeza","nrc",NA
"3713","destierro","Rechazo","nrc",NA
"3714","destierro","Enojo","nrc",NA
"3715","destierro","Negativo","nrc",NA
"3716","destierro","Tristeza","nrc",NA
"3717","destilación","Positivo","nrc",NA
"3718","destinado","Anticipación","nrc",NA
"3719","destino","Alegría","nrc",NA
"3720","destino","Asombro","nrc",NA
"3721","destino","Miedo","nrc",NA
"3722","destino","Negativo","nrc",NA
"3723","destino","Positivo","nrc",NA
"3724","destino","Anticipación","nrc",NA
"3725","destino","Tristeza","nrc",NA
"3726","destreza","Positivo","nrc",NA
"3727","destripar","Rechazo","nrc",NA
"3728","destrozado","Negativo","nrc",NA
"3729","destrozado","Tristeza","nrc",NA
"3730","destrucción","Enojo","nrc",NA
"3731","destrucción","Negativo","nrc",NA
"3732","destructivo","Rechazo","nrc",NA
"3733","destructivo","Enojo","nrc",NA
"3734","destructivo","Miedo","nrc",NA
"3735","destructivo","Negativo","nrc",NA
"3736","destructor","Enojo","nrc",NA
"3737","destructor","Miedo","nrc",NA
"3738","destructor","Negativo","nrc",NA
"3739","destruido","Enojo","nrc",NA
"3740","destruido","Miedo","nrc",NA
"3741","destruido","Negativo","nrc",NA
"3742","destruido","Tristeza","nrc",NA
"3743","destruyendo","Enojo","nrc",NA
"3744","destruyendo","Miedo","nrc",NA
"3745","destruyendo","Negativo","nrc",NA
"3746","destruyendo","Tristeza","nrc",NA
"3747","desuso","Enojo","nrc",NA
"3748","desuso","Negativo","nrc",NA
"3749","desvarío","Alegría","nrc",NA
"3750","desvarío","Asombro","nrc",NA
"3751","desvarío","Enojo","nrc",NA
"3752","desvarío","Miedo","nrc",NA
"3753","desvarío","Negativo","nrc",NA
"3754","desvarío","Anticipación","nrc",NA
"3755","desvencijado","Negativo","nrc",NA
"3756","desvergonzado","Rechazo","nrc",NA
"3757","desvergonzado","Negativo","nrc",NA
"3758","desviación","Asombro","nrc",NA
"3759","desviación","Positivo","nrc",NA
"3760","desviación","Tristeza","nrc",NA
"3761","detección","Positivo","nrc",NA
"3762","detectar","Positivo","nrc",NA
"3763","detención","Negativo","nrc",NA
"3764","detención","Tristeza","nrc",NA
"3765","detener","Negativo","nrc",NA
"3766","detenido","Enojo","nrc",NA
"3767","detenido","Miedo","nrc",NA
"3768","detenido","Negativo","nrc",NA
"3769","detenido","Anticipación","nrc",NA
"3770","detenido","Tristeza","nrc",NA
"3771","deteriorado","Rechazo","nrc",NA
"3772","deteriorado","Negativo","nrc",NA
"3773","deteriorado","Tristeza","nrc",NA
"3774","deteriorarse","Miedo","nrc",NA
"3775","deteriorarse","Negativo","nrc",NA
"3776","deteriorarse","Tristeza","nrc",NA
"3777","deterioro","Rechazo","nrc",NA
"3778","deterioro","Enojo","nrc",NA
"3779","deterioro","Miedo","nrc",NA
"3780","deterioro","Negativo","nrc",NA
"3781","deterioro","Tristeza","nrc",NA
"3782","determinación","Confianza","nrc",NA
"3783","determinación","Positivo","nrc",NA
"3784","determinado","Confianza","nrc",NA
"3785","determinado","Positivo","nrc",NA
"3786","determinado","Anticipación","nrc",NA
"3787","detestar","Rechazo","nrc",NA
"3788","detestar","Enojo","nrc",NA
"3789","detestar","Negativo","nrc",NA
"3790","detonación","Enojo","nrc",NA
"3791","detonar","Asombro","nrc",NA
"3792","detonar","Miedo","nrc",NA
"3793","detonar","Negativo","nrc",NA
"3794","detraer","Enojo","nrc",NA
"3795","detraer","Negativo","nrc",NA
"3796","detrimento","Negativo","nrc",NA
"3797","detrito","Negativo","nrc",NA
"3798","deuda","Negativo","nrc",NA
"3799","deuda","Tristeza","nrc",NA
"3800","deudor","Miedo","nrc",NA
"3801","deudor","Negativo","nrc",NA
"3802","devastación","Asombro","nrc",NA
"3803","devastación","Enojo","nrc",NA
"3804","devastación","Miedo","nrc",NA
"3805","devastación","Negativo","nrc",NA
"3806","devastación","Tristeza","nrc",NA
"3807","devastador","Confianza","nrc",NA
"3808","devastador","Rechazo","nrc",NA
"3809","devastador","Enojo","nrc",NA
"3810","devastador","Miedo","nrc",NA
"3811","devastador","Negativo","nrc",NA
"3812","devastador","Tristeza","nrc",NA
"3813","devastar","Enojo","nrc",NA
"3814","devastar","Miedo","nrc",NA
"3815","devastar","Negativo","nrc",NA
"3816","devastar","Tristeza","nrc",NA
"3817","devolución","Negativo","nrc",NA
"3818","devorar","Negativo","nrc",NA
"3819","devoto","Alegría","nrc",NA
"3820","devoto","Confianza","nrc",NA
"3821","devoto","Positivo","nrc",NA
"3822","devoto","Anticipación","nrc",NA
"3823","diablo","Rechazo","nrc",NA
"3824","diablo","Enojo","nrc",NA
"3825","diablo","Miedo","nrc",NA
"3826","diablo","Negativo","nrc",NA
"3827","diablo","Anticipación","nrc",NA
"3828","diablo","Tristeza","nrc",NA
"3829","diabólico","Rechazo","nrc",NA
"3830","diabólico","Enojo","nrc",NA
"3831","diabólico","Miedo","nrc",NA
"3832","diabólico","Negativo","nrc",NA
"3833","diácono","Confianza","nrc",NA
"3834","diagnóstico","Confianza","nrc",NA
"3835","diagnóstico","Miedo","nrc",NA
"3836","diagnóstico","Negativo","nrc",NA
"3837","diagnóstico","Anticipación","nrc",NA
"3838","diamante","Alegría","nrc",NA
"3839","diamante","Positivo","nrc",NA
"3840","diario","Alegría","nrc",NA
"3841","diario","Confianza","nrc",NA
"3842","diario","Positivo","nrc",NA
"3843","diario","Anticipación","nrc",NA
"3844","diarrea","Rechazo","nrc",NA
"3845","diatriba","Rechazo","nrc",NA
"3846","diatriba","Enojo","nrc",NA
"3847","diatriba","Negativo","nrc",NA
"3848","diccionario","Confianza","nrc",NA
"3849","diccionario","Positivo","nrc",NA
"3850","dichoso","Alegría","nrc",NA
"3851","dichoso","Positivo","nrc",NA
"3852","dictador","Miedo","nrc",NA
"3853","dictador","Negativo","nrc",NA
"3854","dictadura","Rechazo","nrc",NA
"3855","dictadura","Enojo","nrc",NA
"3856","dictadura","Miedo","nrc",NA
"3857","dictadura","Negativo","nrc",NA
"3858","dictadura","Anticipación","nrc",NA
"3859","dictadura","Tristeza","nrc",NA
"3860","dictatorial","Enojo","nrc",NA
"3861","dictatorial","Negativo","nrc",NA
"3862","didáctico","Positivo","nrc",NA
"3863","dietético","Positivo","nrc",NA
"3864","dietético","Anticipación","nrc",NA
"3865","difamación","Confianza","nrc",NA
"3866","difamación","Rechazo","nrc",NA
"3867","difamación","Enojo","nrc",NA
"3868","difamación","Miedo","nrc",NA
"3869","difamación","Negativo","nrc",NA
"3870","difamatorio","Enojo","nrc",NA
"3871","difamatorio","Negativo","nrc",NA
"3872","diferencial","Confianza","nrc",NA
"3873","diferentemente","Asombro","nrc",NA
"3874","difícil","Miedo","nrc",NA
"3875","dificultad","Enojo","nrc",NA
"3876","dificultad","Miedo","nrc",NA
"3877","dificultad","Negativo","nrc",NA
"3878","dificultad","Tristeza","nrc",NA
"3879","dificultades","Negativo","nrc",NA
"3880","dificultades","Tristeza","nrc",NA
"3881","difunto","Negativo","nrc",NA
"3882","difunto","Tristeza","nrc",NA
"3883","dígito","Confianza","nrc",NA
"3884","dignidad","Confianza","nrc",NA
"3885","dignidad","Positivo","nrc",NA
"3886","digno","Confianza","nrc",NA
"3887","digno","Positivo","nrc",NA
"3888","dilación","Negativo","nrc",NA
"3889","dilema","Enojo","nrc",NA
"3890","dilema","Miedo","nrc",NA
"3891","dilema","Negativo","nrc",NA
"3892","diligencia","Confianza","nrc",NA
"3893","diligencia","Positivo","nrc",NA
"3894","diluir","Negativo","nrc",NA
"3895","diluvio","Asombro","nrc",NA
"3896","diluvio","Miedo","nrc",NA
"3897","diluvio","Negativo","nrc",NA
"3898","diluvio","Tristeza","nrc",NA
"3899","dimitir","Rechazo","nrc",NA
"3900","dimitir","Enojo","nrc",NA
