"","palabra","sentimiento","lexicon","valor"
"3748","desuso","negativo","nrc",NA
"3749","desvarío","alegría","nrc",NA
"3750","desvarío","asombro","nrc",NA
"3751","desvarío","ira","nrc",NA
"3752","desvarío","miedo","nrc",NA
"3753","desvarío","negativo","nrc",NA
"3754","desvarío","premonición","nrc",NA
"3755","desvencijado","negativo","nrc",NA
"3756","desvergonzado","disgusto","nrc",NA
"3757","desvergonzado","negativo","nrc",NA
"3758","desviación","asombro","nrc",NA
"3759","desviación","positivo","nrc",NA
"3760","desviación","tristeza","nrc",NA
"3761","detección","positivo","nrc",NA
"3762","detectar","positivo","nrc",NA
"3763","detención","negativo","nrc",NA
"3764","detención","tristeza","nrc",NA
"3765","detener","negativo","nrc",NA
"3766","detenido","ira","nrc",NA
"3767","detenido","miedo","nrc",NA
"3768","detenido","negativo","nrc",NA
"3769","detenido","premonición","nrc",NA
"3770","detenido","tristeza","nrc",NA
"3771","deteriorado","disgusto","nrc",NA
"3772","deteriorado","negativo","nrc",NA
"3773","deteriorado","tristeza","nrc",NA
"3774","deteriorarse","miedo","nrc",NA
"3775","deteriorarse","negativo","nrc",NA
"3776","deteriorarse","tristeza","nrc",NA
"3777","deterioro","disgusto","nrc",NA
"3778","deterioro","ira","nrc",NA
"3779","deterioro","miedo","nrc",NA
"3780","deterioro","negativo","nrc",NA
"3781","deterioro","tristeza","nrc",NA
"3782","determinación","confianza","nrc",NA
"3783","determinación","positivo","nrc",NA
"3784","determinado","confianza","nrc",NA
"3785","determinado","positivo","nrc",NA
"3786","determinado","premonición","nrc",NA
"3787","detestar","disgusto","nrc",NA
"3788","detestar","ira","nrc",NA
"3789","detestar","negativo","nrc",NA
"3790","detonación","ira","nrc",NA
"3791","detonar","asombro","nrc",NA
"3792","detonar","miedo","nrc",NA
"3793","detonar","negativo","nrc",NA
"3794","detraer","ira","nrc",NA
"3795","detraer","negativo","nrc",NA
"3796","detrimento","negativo","nrc",NA
"3797","detrito","negativo","nrc",NA
"3798","deuda","negativo","nrc",NA
"3799","deuda","tristeza","nrc",NA
"3800","deudor","miedo","nrc",NA
"3801","deudor","negativo","nrc",NA
"3802","devastación","asombro","nrc",NA
"3803","devastación","ira","nrc",NA
"3804","devastación","miedo","nrc",NA
"3805","devastación","negativo","nrc",NA
"3806","devastación","tristeza","nrc",NA
"3807","devastador","confianza","nrc",NA
"3808","devastador","disgusto","nrc",NA
"3809","devastador","ira","nrc",NA
"3810","devastador","miedo","nrc",NA
"3811","devastador","negativo","nrc",NA
"3812","devastador","tristeza","nrc",NA
"3813","devastar","ira","nrc",NA
"3814","devastar","miedo","nrc",NA
"3815","devastar","negativo","nrc",NA
"3816","devastar","tristeza","nrc",NA
"3817","devolución","negativo","nrc",NA
"3818","devorar","negativo","nrc",NA
"3819","devoto","alegría","nrc",NA
"3820","devoto","confianza","nrc",NA
"3821","devoto","positivo","nrc",NA
"3822","devoto","premonición","nrc",NA
"3823","diablo","disgusto","nrc",NA
"3824","diablo","ira","nrc",NA
"3825","diablo","miedo","nrc",NA
"3826","diablo","negativo","nrc",NA
"3827","diablo","premonición","nrc",NA
"3828","diablo","tristeza","nrc",NA
"3829","diabólico","disgusto","nrc",NA
"3830","diabólico","ira","nrc",NA
"3831","diabólico","miedo","nrc",NA
"3832","diabólico","negativo","nrc",NA
"3833","diácono","confianza","nrc",NA
"3834","diagnóstico","confianza","nrc",NA
"3835","diagnóstico","miedo","nrc",NA
"3836","diagnóstico","negativo","nrc",NA
"3837","diagnóstico","premonición","nrc",NA
"3838","diamante","alegría","nrc",NA
"3839","diamante","positivo","nrc",NA
"3840","diario","alegría","nrc",NA
"3841","diario","confianza","nrc",NA
"3842","diario","positivo","nrc",NA
"3843","diario","premonición","nrc",NA
"3844","diarrea","disgusto","nrc",NA
"3845","diatriba","disgusto","nrc",NA
"3846","diatriba","ira","nrc",NA
"3847","diatriba","negativo","nrc",NA
"3848","diccionario","confianza","nrc",NA
"3849","diccionario","positivo","nrc",NA
"3850","dichoso","alegría","nrc",NA
"3851","dichoso","positivo","nrc",NA
"3852","dictador","miedo","nrc",NA
"3853","dictador","negativo","nrc",NA
"3854","dictadura","disgusto","nrc",NA
"3855","dictadura","ira","nrc",NA
"3856","dictadura","miedo","nrc",NA
"3857","dictadura","negativo","nrc",NA
"3858","dictadura","premonición","nrc",NA
"3859","dictadura","tristeza","nrc",NA
"3860","dictatorial","ira","nrc",NA
"3861","dictatorial","negativo","nrc",NA
"3862","didáctico","positivo","nrc",NA
"3863","dietético","positivo","nrc",NA
"3864","dietético","premonición","nrc",NA
"3865","difamación","confianza","nrc",NA
"3866","difamación","disgusto","nrc",NA
"3867","difamación","ira","nrc",NA
"3868","difamación","miedo","nrc",NA
"3869","difamación","negativo","nrc",NA
"3870","difamatorio","ira","nrc",NA
"3871","difamatorio","negativo","nrc",NA
"3872","diferencial","confianza","nrc",NA
"3873","diferentemente","asombro","nrc",NA
"3874","difícil","miedo","nrc",NA
"3875","dificultad","ira","nrc",NA
"3876","dificultad","miedo","nrc",NA
"3877","dificultad","negativo","nrc",NA
"3878","dificultad","tristeza","nrc",NA
"3879","dificultades","negativo","nrc",NA
"3880","dificultades","tristeza","nrc",NA
"3881","difunto","negativo","nrc",NA
"3882","difunto","tristeza","nrc",NA
"3883","dígito","confianza","nrc",NA
"3884","dignidad","confianza","nrc",NA
"3885","dignidad","positivo","nrc",NA
"3886","digno","confianza","nrc",NA
"3887","digno","positivo","nrc",NA
"3888","dilación","negativo","nrc",NA
"3889","dilema","ira","nrc",NA
"3890","dilema","miedo","nrc",NA
"3891","dilema","negativo","nrc",NA
"3892","diligencia","confianza","nrc",NA
"3893","diligencia","positivo","nrc",NA
"3894","diluir","negativo","nrc",NA
"3895","diluvio","asombro","nrc",NA
"3896","diluvio","miedo","nrc",NA
"3897","diluvio","negativo","nrc",NA
"3898","diluvio","tristeza","nrc",NA
"3899","dimitir","disgusto","nrc",NA
"3900","dimitir","ira","nrc",NA
"3901","dimitir","miedo","nrc",NA
"3902","dimitir","negativo","nrc",NA
"3903","dimitir","tristeza","nrc",NA
"3904","dinámica","asombro","nrc",NA
"3905","dinero","alegría","nrc",NA
"3906","dinero","asombro","nrc",NA
"3907","dinero","confianza","nrc",NA
"3908","dinero","ira","nrc",NA
"3909","dinero","positivo","nrc",NA
"3910","dinero","premonición","nrc",NA
"3911","dinosaurio","miedo","nrc",NA
"3912","dios","alegría","nrc",NA
"3913","dios","confianza","nrc",NA
"3914","dios","miedo","nrc",NA
"3915","dios","positivo","nrc",NA
"3916","dios","premonición","nrc",NA
"3917","diplomacia","confianza","nrc",NA
"3918","diplomacia","positivo","nrc",NA
"3919","diplomacia","premonición","nrc",NA
"3920","diplomático","confianza","nrc",NA
"3921","diplomático","disgusto","nrc",NA
"3922","diplomático","positivo","nrc",NA
"3923","diputado","confianza","nrc",NA
"3924","dique","confianza","nrc",NA
"3925","dique","miedo","nrc",NA
"3926","dirección","confianza","nrc",NA
"3927","dirección","positivo","nrc",NA
"3928","direcciones","positivo","nrc",NA
"3929","direcciones","premonición","nrc",NA
"3930","director","confianza","nrc",NA
"3931","director","positivo","nrc",NA
"3932","discapacidad","negativo","nrc",NA
"3933","discapacidad","tristeza","nrc",NA
"3934","discapacitado","miedo","nrc",NA
"3935","discapacitado","negativo","nrc",NA
"3936","discapacitado","tristeza","nrc",NA
"3937","disciplina","miedo","nrc",NA
"3938","disciplina","negativo","nrc",NA
"3939","discípulo","confianza","nrc",NA
"3940","discontinua","ira","nrc",NA
"3941","discontinua","miedo","nrc",NA
"3942","discontinua","negativo","nrc",NA
"3943","discontinua","tristeza","nrc",NA
"3944","discontinuidad","disgusto","nrc",NA
"3945","discontinuidad","miedo","nrc",NA
"3946","discontinuidad","negativo","nrc",NA
"3947","discontinuidad","tristeza","nrc",NA
"3948","discorde","miedo","nrc",NA
"3949","discorde","negativo","nrc",NA
"3950","discorde","tristeza","nrc",NA
"3951","discordia","disgusto","nrc",NA
"3952","discordia","ira","nrc",NA
"3953","discordia","negativo","nrc",NA
"3954","discreción","confianza","nrc",NA
"3955","discreción","positivo","nrc",NA
"3956","discreción","premonición","nrc",NA
"3957","discrecional","positivo","nrc",NA
"3958","discrepar","ira","nrc",NA
"3959","discrepar","negativo","nrc",NA
"3960","discreto","positivo","nrc",NA
"3961","discreto","premonición","nrc",NA
"3962","discriminación","disgusto","nrc",NA
"3963","discriminación","ira","nrc",NA
"3964","discriminación","miedo","nrc",NA
"3965","discriminación","negativo","nrc",NA
"3966","discriminación","tristeza","nrc",NA
"3967","discriminante","disgusto","nrc",NA
"3968","discriminante","negativo","nrc",NA
"3969","discriminar","ira","nrc",NA
"3970","discriminar","negativo","nrc",NA
"3971","discriminar","tristeza","nrc",NA
"3972","disculpa","positivo","nrc",NA
"3973","disculparse","confianza","nrc",NA
"3974","disculparse","positivo","nrc",NA
"3975","disculparse","tristeza","nrc",NA
"3976","discurso","positivo","nrc",NA
"3977","discusión","positivo","nrc",NA
"3978","discusiones","disgusto","nrc",NA
"3979","discusiones","ira","nrc",NA
"3980","discusiones","miedo","nrc",NA
"3981","discusiones","negativo","nrc",NA
"3982","discusiones","tristeza","nrc",NA
"3983","discutible","negativo","nrc",NA
"3984","discutidor","negativo","nrc",NA
"3985","disección","disgusto","nrc",NA
"3986","diseminar","positivo","nrc",NA
"3987","disensión","ira","nrc",NA
"3988","disensión","negativo","nrc",NA
"3989","disentería","disgusto","nrc",NA
"3990","disentería","negativo","nrc",NA
"3991","disentería","tristeza","nrc",NA
"3992","diseñador","positivo","nrc",NA
"3993","disfrutando","alegría","nrc",NA
"3994","disfrutando","confianza","nrc",NA
"3995","disfrutando","positivo","nrc",NA
"3996","disfrutando","premonición","nrc",NA
"3997","disfrutar","alegría","nrc",NA
"3998","disfrutar","confianza","nrc",NA
"3999","disfrutar","positivo","nrc",NA
"4000","disfrutar","premonición","nrc",NA
"4001","disgustoado","disgusto","nrc",NA
"4002","disgustoado","ira","nrc",NA
"4003","disgustoado","miedo","nrc",NA
"4004","disgustoado","negativo","nrc",NA
"4005","disgustoado","tristeza","nrc",NA
"4006","disgustoo","disgusto","nrc",NA
"4007","disgustoo","negativo","nrc",NA
"4008","disgustoo","tristeza","nrc",NA
"4009","disidente","ira","nrc",NA
"4010","disidente","miedo","nrc",NA
"4011","disidente","negativo","nrc",NA
"4012","disipar","negativo","nrc",NA
"4013","disipar","tristeza","nrc",NA
"4014","dislocado","disgusto","nrc",NA
"4015","dislocado","ira","nrc",NA
"4016","dislocado","miedo","nrc",NA
"4017","dislocado","negativo","nrc",NA
"4018","dislocado","tristeza","nrc",NA
"4019","disminución","negativo","nrc",NA
"4020","disminuido","negativo","nrc",NA
"4021","disminuir","negativo","nrc",NA
"4022","disminuir","tristeza","nrc",NA
"4023","disolución","asombro","nrc",NA
"4024","disolución","ira","nrc",NA
"4025","disolución","miedo","nrc",NA
"4026","disolución","negativo","nrc",NA
"4027","disolución","tristeza","nrc",NA
"4028","disonancia","ira","nrc",NA
"4029","disonancia","negativo","nrc",NA
"4030","disparar","ira","nrc",NA
"4031","disparar","miedo","nrc",NA
"4032","disparar","negativo","nrc",NA
"4033","disparate","negativo","nrc",NA
"4034","disparidad","disgusto","nrc",NA
"4035","disparidad","ira","nrc",NA
"4036","disparidad","negativo","nrc",NA
"4037","disparidad","tristeza","nrc",NA
"4038","disparo","asombro","nrc",NA
"4039","disparo","ira","nrc",NA
"4040","disparo","miedo","nrc",NA
"4041","disparo","negativo","nrc",NA
"4042","disparo","tristeza","nrc",NA
"4043","dispendioso","disgusto","nrc",NA
"4044","dispendioso","ira","nrc",NA
"4045","dispendioso","negativo","nrc",NA
"4046","dispendioso","tristeza","nrc",NA
"4047","dispersión","negativo","nrc",NA
"4048","disponer","disgusto","nrc",NA
"4049","disposición","negativo","nrc",NA
"4050","disposición","positivo","nrc",NA
"4051","dispuesto","confianza","nrc",NA
"4052","dispuesto","positivo","nrc",NA
"4053","dispuesto","premonición","nrc",NA
"4054","disputa","ira","nrc",NA
"4055","disputa","negativo","nrc",NA
"4056","distanciado","negativo","nrc",NA
"4057","distinción","positivo","nrc",NA
"4058","distorsión","negativo","nrc",NA
"4059","distorsionado","disgusto","nrc",NA
"4060","distorsionado","negativo","nrc",NA
"4061","distracción","ira","nrc",NA
"4062","distracción","negativo","nrc",NA
"4063","distracción","premonición","nrc",NA
"4064","distraer","negativo","nrc",NA
"4065","distraído","ira","nrc",NA
"4066","distraído","negativo","nrc",NA
"4067","disturbios","miedo","nrc",NA
"4068","disturbios","tristeza","nrc",NA
"4069","divagar","negativo","nrc",NA
"4070","divagar","premonición","nrc",NA
"4071","diván","confianza","nrc",NA
"4072","divergente","asombro","nrc",NA
"4073","divergente","negativo","nrc",NA
"4074","diversificado","positivo","nrc",NA
"4075","diversión","alegría","nrc",NA
"4076","diversión","positivo","nrc",NA
"4077","diverso","negativo","nrc",NA
"4078","diverso","positivo","nrc",NA
"4079","divertido","alegría","nrc",NA
"4080","divertido","positivo","nrc",NA
"4081","divertido","premonición","nrc",NA
"4082","divertir","alegría","nrc",NA
"4083","divertir","positivo","nrc",NA
"4084","divinidad","positivo","nrc",NA
"4085","división","negativo","nrc",NA
"4086","división","tristeza","nrc",NA
"4087","divorcio","asombro","nrc",NA
"4088","divorcio","confianza","nrc",NA
"4089","divorcio","disgusto","nrc",NA
"4090","divorcio","ira","nrc",NA
"4091","divorcio","miedo","nrc",NA
"4092","divorcio","negativo","nrc",NA
"4093","divorcio","tristeza","nrc",NA
"4094","divulgada","confianza","nrc",NA
"4095","dócil","positivo","nrc",NA
"4096","doctrina","confianza","nrc",NA
"4097","dogma","confianza","nrc",NA
"4098","dogmático","ira","nrc",NA
"4099","dogmático","negativo","nrc",NA
"4100","dólar","asombro","nrc",NA
"4101","dólar","miedo","nrc",NA
"4102","dólar","negativo","nrc",NA
"4103","dólar","positivo","nrc",NA
"4104","dolor","disgusto","nrc",NA
"4105","dolor","miedo","nrc",NA
"4106","dolor","negativo","nrc",NA
"4107","dolor","tristeza","nrc",NA
"4108","dolorido","miedo","nrc",NA
"4109","dolorido","negativo","nrc",NA
"4110","dolorido","tristeza","nrc",NA
"4111","dolorosamente","negativo","nrc",NA
"4112","dolorosamente","tristeza","nrc",NA
"4113","doloroso","disgusto","nrc",NA
"4114","doloroso","ira","nrc",NA
"4115","doloroso","miedo","nrc",NA
"4116","doloroso","negativo","nrc",NA
"4117","doloroso","tristeza","nrc",NA
"4118","dominación","ira","nrc",NA
"4119","dominación","miedo","nrc",NA
"4120","dominación","negativo","nrc",NA
"4121","dominación","tristeza","nrc",NA
"4122","dominante","confianza","nrc",NA
"4123","dominante","miedo","nrc",NA
"4124","dominante","negativo","nrc",NA
"4125","dominante","positivo","nrc",NA
"4126","dominar","ira","nrc",NA
"4127","dominar","miedo","nrc",NA
"4128","dominar","negativo","nrc",NA
"4129","dominar","positivo","nrc",NA
"4130","dominio","confianza","nrc",NA
"4131","dominio","miedo","nrc",NA
"4132","don","confianza","nrc",NA
"4133","don","positivo","nrc",NA
"4134","donación","positivo","nrc",NA
"4135","doncella","positivo","nrc",NA
"4136","dotación","confianza","nrc",NA
"4137","dotación","positivo","nrc",NA
"4138","dotado","positivo","nrc",NA
"4139","dotar","confianza","nrc",NA
"4140","dotar","positivo","nrc",NA
"4141","dragón","miedo","nrc",NA
"4142","drenaje","negativo","nrc",NA
"4143","drogado","negativo","nrc",NA
"4144","drogado","tristeza","nrc",NA
"4145","ducha","negativo","nrc",NA
"4146","duda","confianza","nrc",NA
"4147","duda","miedo","nrc",NA
"4148","duda","negativo","nrc",NA
"4149","duda","tristeza","nrc",NA
"4150","dudando","negativo","nrc",NA
"4151","dudoso","confianza","nrc",NA
"4152","dudoso","miedo","nrc",NA
"4153","dudoso","negativo","nrc",NA
"4154","duelo","ira","nrc",NA
"4155","duelo","miedo","nrc",NA
"4156","duelo","negativo","nrc",NA
"4157","duelo","premonición","nrc",NA
"4158","duelo","tristeza","nrc",NA
"4159","duende","disgusto","nrc",NA
"4160","duende","miedo","nrc",NA
"4161","duende","negativo","nrc",NA
"4162","dueto","positivo","nrc",NA
"4163","dulce","alegría","nrc",NA
"4164","dulce","asombro","nrc",NA
"4165","dulce","confianza","nrc",NA
"4166","dulce","positivo","nrc",NA
"4167","dulce","premonición","nrc",NA
"4168","dulces","alegría","nrc",NA
"4169","dulces","positivo","nrc",NA
"4170","dulces","premonición","nrc",NA
"4171","dulzura","positivo","nrc",NA
"4172","duplicidad","ira","nrc",NA
"4173","duplicidad","negativo","nrc",NA
"4174","duque","positivo","nrc",NA
"4175","durabilidad","confianza","nrc",NA
"4176","durabilidad","positivo","nrc",NA
"4177","durable","confianza","nrc",NA
"4178","durable","positivo","nrc",NA
"4179","dureza","ira","nrc",NA
"4180","dureza","miedo","nrc",NA
"4181","dureza","negativo","nrc",NA
"4182","duro","negativo","nrc",NA
"4183","duro","tristeza","nrc",NA
"4184","ebrio","disgusto","nrc",NA
"4185","ebrio","negativo","nrc",NA
"4186","economía","confianza","nrc",NA
"4187","edición","premonición","nrc",NA
"4188","edicto","miedo","nrc",NA
"4189","edicto","negativo","nrc",NA
"4190","edificación","alegría","nrc",NA
"4191","edificación","confianza","nrc",NA
"4192","edificación","positivo","nrc",NA
"4193","edificación","premonición","nrc",NA
"4194","edificar","positivo","nrc",NA
"4195","edificio","positivo","nrc",NA
"4196","educado","positivo","nrc",NA
"4197","educar","positivo","nrc",NA
"4198","educativo","confianza","nrc",NA
"4199","educativo","positivo","nrc",NA
"4200","efectivo","alegría","nrc",NA
"4201","efectivo","confianza","nrc",NA
"4202","efectivo","ira","nrc",NA
"4203","efectivo","miedo","nrc",NA
"4204","efectivo","positivo","nrc",NA
"4205","efectivo","premonición","nrc",NA
"4206","efemérides","positivo","nrc",NA
"4207","eficacia","positivo","nrc",NA
"4208","eficaz","confianza","nrc",NA
"4209","eficaz","positivo","nrc",NA
"4210","eficiencia","positivo","nrc",NA
"4211","eficiente","confianza","nrc",NA
"4212","eficiente","positivo","nrc",NA
"4213","eficiente","premonición","nrc",NA
"4214","efigie","ira","nrc",NA
"4215","egoísmo","negativo","nrc",NA
"4216","egoísta","disgusto","nrc",NA
"4217","egoísta","ira","nrc",NA
"4218","egoísta","negativo","nrc",NA
"4219","ególatra","disgusto","nrc",NA
"4220","ególatra","negativo","nrc",NA
"4221","ejecución","confianza","nrc",NA
"4222","ejecución","ira","nrc",NA
"4223","ejecución","miedo","nrc",NA
"4224","ejecución","negativo","nrc",NA
"4225","ejecución","tristeza","nrc",NA
"4226","ejecutante","positivo","nrc",NA
"4227","ejemplar","positivo","nrc",NA
"4228","elaboración","positivo","nrc",NA
"4229","elección","positivo","nrc",NA
"4230","electo","confianza","nrc",NA
"4231","electo","positivo","nrc",NA
"4232","electorado","confianza","nrc",NA
"4233","electricidad","positivo","nrc",NA
"4234","eléctrico","alegría","nrc",NA
"4235","eléctrico","asombro","nrc",NA
"4236","eléctrico","positivo","nrc",NA
"4237","elegancia","alegría","nrc",NA
"4238","elegancia","confianza","nrc",NA
"4239","elegancia","positivo","nrc",NA
"4240","elegancia","premonición","nrc",NA
"4241","elegante","alegría","nrc",NA
"4242","elegante","positivo","nrc",NA
"4243","elegible","positivo","nrc",NA
"4244","elevación","alegría","nrc",NA
"4245","elevación","confianza","nrc",NA
"4246","elevación","miedo","nrc",NA
"4247","elevación","positivo","nrc",NA
"4248","elevación","premonición","nrc",NA
"4249","elfo","disgusto","nrc",NA
"4250","elfo","ira","nrc",NA
"4251","elfo","miedo","nrc",NA
"4252","eliminación","disgusto","nrc",NA
"4253","eliminación","ira","nrc",NA
"4254","eliminación","miedo","nrc",NA
"4255","eliminación","negativo","nrc",NA
"4256","eliminación","tristeza","nrc",NA
"4257","eliminar","ira","nrc",NA
"4258","eliminar","miedo","nrc",NA
"4259","eliminar","negativo","nrc",NA
"4260","eliminar","tristeza","nrc",NA
"4261","élite","alegría","nrc",NA
"4262","élite","confianza","nrc",NA
"4263","élite","positivo","nrc",NA
"4264","élite","premonición","nrc",NA
"4265","elocuencia","positivo","nrc",NA
"4266","elocuente","negativo","nrc",NA
"4267","elocuente","positivo","nrc",NA
"4268","elogiar","positivo","nrc",NA
"4269","elucidar","confianza","nrc",NA
"4270","elucidar","positivo","nrc",NA
"4271","elusión","negativo","nrc",NA
"4272","elusión","positivo","nrc",NA
"4273","elusivo","asombro","nrc",NA
"4274","elusivo","negativo","nrc",NA
"4275","emancipación","alegría","nrc",NA
"4276","emancipación","positivo","nrc",NA
"4277","emancipación","premonición","nrc",NA
"4278","embajador","confianza","nrc",NA
"4279","embajador","positivo","nrc",NA
"4280","embarazo","disgusto","nrc",NA
"4281","embarazo","negativo","nrc",NA
"4282","embarazoso","negativo","nrc",NA
"4283","embargado","negativo","nrc",NA
"4284","embargar","negativo","nrc",NA
"4285","embargo","negativo","nrc",NA
"4286","embarrar","disgusto","nrc",NA
"4287","embarrar","negativo","nrc",NA
"4288","embellecer","alegría","nrc",NA
"4289","embellecer","positivo","nrc",NA
"4290","embellecimiento","alegría","nrc",NA
"4291","embellecimiento","confianza","nrc",NA
"4292","embellecimiento","positivo","nrc",NA
"4293","embestir","ira","nrc",NA
"4294","embestir","negativo","nrc",NA
"4295","embestir","premonición","nrc",NA
"4296","embolia","miedo","nrc",NA
"4297","embolia","negativo","nrc",NA
"4298","embolia","tristeza","nrc",NA
"4299","emboscada","asombro","nrc",NA
"4300","emboscada","ira","nrc",NA
"4301","emboscada","miedo","nrc",NA
"4302","emboscada","negativo","nrc",NA
"4303","embriagador","negativo","nrc",NA
"4304","embriaguez","negativo","nrc",NA
"4305","embrollado","negativo","nrc",NA
"4306","embrollo","negativo","nrc",NA
"4307","embromar","ira","nrc",NA
"4308","embromar","negativo","nrc",NA
"4309","embromar","premonición","nrc",NA
"4310","embromar","tristeza","nrc",NA
"4311","embrujado","miedo","nrc",NA
"4312","embrujado","negativo","nrc",NA
"4313","embrujado","tristeza","nrc",NA
"4314","emergencia","asombro","nrc",NA
"4315","emergencia","miedo","nrc",NA
"4316","emergencia","negativo","nrc",NA
"4317","emergencia","tristeza","nrc",NA
"4318","emérito","positivo","nrc",NA
"4319","eminencia","confianza","nrc",NA
"4320","eminencia","positivo","nrc",NA
"4321","eminente","positivo","nrc",NA
"4322","eminentemente","positivo","nrc",NA
"4323","emir","positivo","nrc",NA
"4324","emoción","alegría","nrc",NA
"4325","emoción","asombro","nrc",NA
"4326","emoción","miedo","nrc",NA
"4327","emoción","positivo","nrc",NA
"4328","emoción","premonición","nrc",NA
"4329","emocionado","alegría","nrc",NA
"4330","emocionado","asombro","nrc",NA
"4331","emocionado","confianza","nrc",NA
"4332","emocionado","positivo","nrc",NA
"4333","emocionado","premonición","nrc",NA
"4334","emocionante","alegría","nrc",NA
"4335","emocionante","asombro","nrc",NA
"4336","emocionante","positivo","nrc",NA
"4337","emocionante","premonición","nrc",NA
"4338","empañar","disgusto","nrc",NA
"4339","empañar","negativo","nrc",NA
"4340","empañar","tristeza","nrc",NA
"4341","empatía","positivo","nrc",NA
"4342","empeoramiento","disgusto","nrc",NA
"4343","empeoramiento","negativo","nrc",NA
"4344","empeoramiento","tristeza","nrc",NA
"4345","empequeñecer","disgusto","nrc",NA
"4346","empequeñecer","ira","nrc",NA
"4347","empequeñecer","miedo","nrc",NA
"4348","empequeñecer","negativo","nrc",NA
"4349","empequeñecer","tristeza","nrc",NA
"4350","empequeñecido","miedo","nrc",NA
"4351","empequeñecido","negativo","nrc",NA
"4352","empequeñecido","tristeza","nrc",NA
"4353","emplear","confianza","nrc",NA
"4354","emprendedor","positivo","nrc",NA
"4355","empresa","premonición","nrc",NA
"4356","empujón","ira","nrc",NA
"4357","empujón","negativo","nrc",NA
"4358","emular","positivo","nrc",NA
"4359","enajenar","disgusto","nrc",NA
"4360","enajenar","ira","nrc",NA
"4361","enajenar","negativo","nrc",NA
"4362","enano","negativo","nrc",NA
"4363","encaje","confianza","nrc",NA
"4364","encaje","ira","nrc",NA
"4365","encaje","miedo","nrc",NA
"4366","encaje","negativo","nrc",NA
"4367","encaje","positivo","nrc",NA
"4368","encaje","tristeza","nrc",NA
"4369","encallado","negativo","nrc",NA
"4370","encantado","alegría","nrc",NA
"4371","encantado","alegría","nrc",NA
"4372","encantado","asombro","nrc",NA
"4373","encantado","confianza","nrc",NA
"4374","encantado","negativo","nrc",NA
"4375","encantado","positivo","nrc",NA
"4376","encantado","positivo","nrc",NA
"4377","encantado","premonición","nrc",NA
"4378","encantador","alegría","nrc",NA
"4379","encantador","confianza","nrc",NA
"4380","encantador","positivo","nrc",NA
"4381","encantador","premonición","nrc",NA
"4382","encantar","alegría","nrc",NA
"4383","encantar","asombro","nrc",NA
"4384","encantar","positivo","nrc",NA
"4385","encantar","premonición","nrc",NA
"4386","encanto","positivo","nrc",NA
"4387","encapuchado","miedo","nrc",NA
"4388","encarcelado","disgusto","nrc",NA
"4389","encarcelado","ira","nrc",NA
"4390","encarcelado","miedo","nrc",NA
"4391","encarcelado","negativo","nrc",NA
"4392","encarcelado","tristeza","nrc",NA
"4393","encarcelamiento","disgusto","nrc",NA
"4394","encarcelamiento","ira","nrc",NA
"4395","encarcelamiento","miedo","nrc",NA
"4396","encarcelamiento","negativo","nrc",NA
"4397","encarcelamiento","tristeza","nrc",NA
"4398","encarcelar","negativo","nrc",NA
"4399","encausar","ira","nrc",NA
"4400","encausar","miedo","nrc",NA
"4401","encausar","negativo","nrc",NA
"4402","enciclopedia","confianza","nrc",NA
"4403","enciclopedia","positivo","nrc",NA
"4404","enclave","negativo","nrc",NA
"4405","encoger","miedo","nrc",NA
"4406","encoger","negativo","nrc",NA
"4407","encoger","tristeza","nrc",NA
"4408","encogerse","disgusto","nrc",NA
"4409","encogerse","miedo","nrc",NA
"4410","encogerse","negativo","nrc",NA
"4411","encogerse","tristeza","nrc",NA
"4412","encuadernado","negativo","nrc",NA
"4413","encuesta","confianza","nrc",NA
"4414","endeble","disgusto","nrc",NA
"4415","endeble","miedo","nrc",NA
"4416","endeble","negativo","nrc",NA
"4417","endémico","disgusto","nrc",NA
"4418","endémico","miedo","nrc",NA
"4419","endémico","negativo","nrc",NA
"4420","endémico","tristeza","nrc",NA
"4421","endeudado","negativo","nrc",NA
"4422","endocarditis","miedo","nrc",NA
"4423","endocarditis","tristeza","nrc",NA
"4424","enema","disgusto","nrc",NA
"4425","enemigo","disgusto","nrc",NA
"4426","enemigo","ira","nrc",NA
"4427","enemigo","miedo","nrc",NA
"4428","enemigo","negativo","nrc",NA
"4429","enemistad","ira","nrc",NA
"4430","enemistad","miedo","nrc",NA
"4431","enemistad","negativo","nrc",NA
"4432","enemistad","tristeza","nrc",NA
"4433","energético","positivo","nrc",NA
"4434","enfatizar","confianza","nrc",NA
"4435","enfermedad","disgusto","nrc",NA
"4436","enfermedad","ira","nrc",NA
"4437","enfermedad","miedo","nrc",NA
"4438","enfermedad","negativo","nrc",NA
"4439","enfermedad","tristeza","nrc",NA
"4440","enfermera","confianza","nrc",NA
"4441","enfermera","positivo","nrc",NA
"4442","enfermero","confianza","nrc",NA
"4443","enfermero","positivo","nrc",NA
"4444","enfermizo","disgusto","nrc",NA
"4445","enfermizo","negativo","nrc",NA
"4446","enfermizo","tristeza","nrc",NA
"4447","enfermo","disgusto","nrc",NA
"4448","enfermo","ira","nrc",NA
"4449","enfermo","miedo","nrc",NA
"4450","enfermo","negativo","nrc",NA
"4451","enfermo","tristeza","nrc",NA
"4452","enganchado","negativo","nrc",NA
"4453","engañado","ira","nrc",NA
"4454","engañado","negativo","nrc",NA
"4455","engañar","confianza","nrc",NA
"4456","engañar","disgusto","nrc",NA
